index,key,question,answer,vid_id,gif_name,description
3128,8M5VK-899,"After taking a vacuum from somewhere, which object were they tidying?",floor,8M5VK,8M5VK,none
3129,7WOTM-1018,"In the video, what was the person eating?",food,7WOTM,7WOTM,none
3130,MI0UK-1235,Which object were they interacting with after tidying something on the floor?,pillow,MI0UK,MI0UK,none
3131,AZZ7V-23932,"After holding the thing they carried, did they take some clothes or a blanket?",blanket,AZZ7V,AZZ7V,none
3132,E0AEN-10668,Did they lean on a table while tidying the thing they wore?,yes,E0AEN,E0AEN,none
3133,MDXF4-2385,"While drinking from a cup, of all the things the person was on the side of, was the last the first thing they held?",yes,MDXF4,MDXF4,none
3134,RSG1C-6212,"After opening a door, which object were they tidying?",closet,RSG1C,RSG1C,none
3135,TJPFT-7538,"Compared to holding a dish, did they watch television for longer?",no,TJPFT,TJPFT,none
3136,D87LI-11104,Which object were they closing while holding the thing they took?,laptop,D87LI,D87LI,none
3137,GFVSV-34153,What did they carry after sitting in a chair?,pillow,GFVSV,GFVSV,none
3138,X8DZV-101283,"Before taking something from a box, of everything the person went above, was the last the first thing they went on the side of?",no,X8DZV,X8DZV,none
3139,HN362-33022,Was the last thing they went on the side of or the last thing they opened the thing they held while working at a table?,laptop,HN362,HN362,none
3140,Q9H04-48326,"Which were they on the side of first, some clothes or a television?",clothes,Q9H04,Q9H04,none
3141,7N4TW-148296,"Before putting the first thing they went in somewhere, did they go on the side of a shoe or a table?",shoe,7N4TW,7N4TW,none
3142,AZC1I-2960,"While sitting in the thing they leaned on, what did they hold?",laptop,AZC1I,AZC1I,none
3143,YVH4J-2609,Was the person holding the last thing they took before taking paper from somewhere but after putting a pillow somewhere?,no,YVH4J,YVH4J,none
3144,VJ2QS-10533,Which object did the person go behind last before starting to throw food somewhere?,chair,VJ2QS,VJ2QS,none
3145,B4GM6-1386,Which object were they behind?,shoe,B4GM6,B4GM6,none
3146,FIZXP-9216,"Which were they holding while tidying up a closet, a table or the object they were putting down last?",blanket,FIZXP,FIZXP,none
3147,DFEG2-49903,What did they touch last while putting the object they were on the side of first somewhere?,bed,DFEG2,DFEG2,none
3148,TTZVW-6,Is there a window the person interacts with before taking food from somewhere?,yes,TTZVW,TTZVW,none
3149,KTBKA-120,Was a vacuum one of the things they were interacting with after tidying up a blanket?,no,KTBKA,KTBKA,none
3150,OO6BH-16609,Did the person hold both a closet and a broom before putting the object they were taking first somewhere?,no,OO6BH,OO6BH,none
3151,MV0TX-15747,"Before eating the thing they put down, what was the person on the side of last?",chair,MV0TX,MV0TX,none
3152,V3B51-2041,Was a light the first thing they were on the side of while throwing something on the object they were standing on?,yes,V3B51,V3B51,none
3153,2ECXI-193776,"Which were they leaning on while snuggling with the object they were on the side of first, a bed or a pillow?",bed,2ECXI,2ECXI,none
3154,P81OP-1703,"Before smiling at something but after watching a book, what did they sit on?",bed,P81OP,P81OP,none
3155,CRTUY-26804,"While putting something on a table, which was the person on the side of, a table or the last thing they held?",closet,CRTUY,CRTUY,none
3156,JOPGB-2549,"While pouring something into a cup, did they put down a shoe?",yes,JOPGB,JOPGB,none
3157,P3XT7-16679,Was a table or a dish the thing they went behind between taking a blanket from somewhere and putting a blanket somewhere?,table,P3XT7,P3XT7,none
3158,ABHC6-6026,"Before holding some clothes but after opening a closet, which object were they on the side of?",bag,ABHC6,ABHC6,none
3159,537I0-2528,"While taking a cup from somewhere, which object did the person close?",door,537I0,537I0,none
3160,8NW4J-223079,"Before holding the last thing they touched, what was the person above?",bed,8NW4J,8NW4J,none
3161,6QDZI-38154,"While putting the last thing they took somewhere, which object did the person open?",paper,6QDZI,6QDZI,none
3162,5I4UT-556,Did the person touch both a bed and the thing they snuggled after lying on the floor?,yes,5I4UT,5I4UT,none
3163,4HFN2-2626,Did the person interact with a door before or after they held a vacuum?,after,4HFN2,4HFN2,none
3164,W0Y4E-42668,Which object were they above last before standing up but after taking a blanket from somewhere?,food,W0Y4E,W0Y4E,none
3165,4U52R-38835,What did they go on the side of while holding the first thing they took?,clothes,4U52R,4U52R,none
3166,HVUH9-1006,Did the person hold both a phone and some food while holding the object they were putting down?,yes,HVUH9,HVUH9,none
3167,H3MG3-6970,"While putting the first thing they went on the side of somewhere, what did they tidy?",floor,H3MG3,H3MG3,none
3168,ZVMAY-9294,Did they laugh at something before or after they put a cup somewhere?,before,ZVMAY,ZVMAY,none
3169,KP88I-2169,Which object did the person go above before taking food from somewhere?,chair,KP88I,KP88I,none
3170,NVGDG-23256,"While snuggling with the thing they got covered by, what was the person in front of?",bed,NVGDG,NVGDG,none
3171,HHCFO-6011,Was the person opening the object they were taking while working on a book?,yes,HHCFO,HHCFO,none
3172,VSLQT-8479,"After taking the object they were behind from somewhere, was the person covered by something?",yes,VSLQT,VSLQT,none
3173,U2VK5-1633,What was the person holding while walking through a doorway?,box,U2VK5,U2VK5,none
3174,0XV7B-990,Was the person holding the thing they wore while talking on a phone?,yes,0XV7B,0XV7B,none
3175,VEHER-13141,Was taking a bag from somewhere something they did before or after they took something from a box?,after,VEHER,VEHER,none
3176,61KCY-3351,"After putting the first thing they went behind somewhere, which object were they behind?",box,61KCY,61KCY,none
3177,LK1AE-7161,"After throwing the object they were holding somewhere, which object were they behind?",light,LK1AE,LK1AE,none
3178,83V0A-18782,Did they lean on a window last?,no,83V0A,83V0A,none
3179,56PK0-14382,"In the video, what was the person above?",chair,56PK0,56PK0,none
3180,F1VEE-46768,"While opening the object they were on the side of last, did they hold the last thing they put down?",no,F1VEE,F1VEE,none
3181,0M6IY-26073,"While tidying something on the object they were standing on, which object did the person hold?",broom,0M6IY,0M6IY,none
3182,VRMNI-19866,Were they interacting with the thing they washed before or after closing the thing they opened?,after,VRMNI,VRMNI,none
3183,35P3Q-5081,"Before taking the object they were putting down last from somewhere, what was the person washing?",dish,35P3Q,35P3Q,none
3184,T87QE-9332,Was the person leaning on something while holding the object they were in?,yes,T87QE,T87QE,none
3185,JEDTE-34089,"While holding the thing they put down, what did they go above?",medicine,JEDTE,JEDTE,none
3186,R2YKH-27791,Were they interacting with a phone before or after holding a dish?,before,R2YKH,R2YKH,none
3187,G4E4S-72797,Did the person interact with a table before or after putting the thing they took somewhere?,after,G4E4S,G4E4S,none
3188,DOQ9Y-27995,"Of everything they put down before closing a door but after taking a bag from somewhere, was the last the first thing they went on the side of?",no,DOQ9Y,DOQ9Y,none
3189,XOMJ4-11300,What was the person twisting before sitting at a table?,medicine,XOMJ4,XOMJ4,none
3190,38BDO-22762,"Between sitting on the floor and putting something on a table, did they touch a dish but not a table?",yes,38BDO,38BDO,none
3191,BIL5H-2860,"Before taking the object they were holding from somewhere, which object did the person go above?",chair,BIL5H,BIL5H,none
3192,ZJ54N-61820,Was the person undressing something before or after opening a bag?,after,ZJ54N,ZJ54N,none
3193,F76GD-6717,"Before standing up, which object were they in?",shoe,F76GD,F76GD,none
3194,L347E-2032,Was the person putting down the object they were playing on before taking the thing they put down from somewhere?,no,L347E,L347E,none
3195,AXYF9-1438,What was the person sitting on before starting to hold some food?,bed,AXYF9,AXYF9,none
3196,83654-15119,"In the video, was a dish or a box the thing they put down?",dish,83654,83654,none
3197,9BHU1-626,What was the person above?,blanket,9BHU1,9BHU1,none
3198,G82VI-14270,Which object did the person go behind before taking a laptop from somewhere but after walking through a doorway?,box,G82VI,G82VI,none
3199,BE43L-37543,"Of all the things the person was putting down while going from standing to sitting, was the first some food?",yes,BE43L,BE43L,none
3200,808H5-38,Was a closet one of the things they were interacting with before drinking from a cup but after consuming some medicine?,yes,808H5,808H5,none
3201,BBYHD-35,Is there a door the person interacts with?,yes,BBYHD,BBYHD,none
3202,6KI0S-72805,"After undressing themselves, were they taking a pillow first?",no,6KI0S,6KI0S,none
3203,G7GVD-15120,Which object did the person wear while sitting in the object they were above?,shoe,G7GVD,G7GVD,none
3204,UETKQ-13983,Were they touching some food or the last thing they put down while grasping onto a doorknob?,bag,UETKQ,UETKQ,none
3205,BLFEV-13308,"While holding some medicine, which did they go on the side of, a chair or a table?",chair,BLFEV,BLFEV,none
3206,54VBR-9524,Did they lean on a bed first while holding a cup of something?,no,54VBR,54VBR,none
3207,X2LBW-320376,Did they sit on a table but not the last thing they went in front of after holding the last thing they carried?,yes,X2LBW,X2LBW,none
3208,5AHQV-5747,"After turning on a light, what did they grasp?",doorknob,5AHQV,5AHQV,none
3209,17AZ5-5884,What did they go in front of after putting clothes somewhere?,closet,17AZ5,17AZ5,none
3210,PG32H-2046,"Before starting to put something on a table, which object were they tidying?",blanket,PG32H,PG32H,none
3211,9SZG2-5429,"In the video, which object did the person hold last?",food,9SZG2,9SZG2,none
3212,Y7MSY-1536,"In the video, what was the person holding?",pillow,Y7MSY,Y7MSY,none
3213,IJ587-1864,"In the video, which object did the person go on the side of?",dish,IJ587,IJ587,none
3214,VQP1L-1048,"Before holding a blanket, which object were they tidying?",floor,VQP1L,VQP1L,none
3215,8WPPG-13036,"Compared to tidying something on the floor, did the person stand up for longer?",yes,8WPPG,8WPPG,none
3216,0XP8L-79694,"After taking food from somewhere, was a refrigerator or a laptop the first thing they went on the side of?",refrigerator,0XP8L,0XP8L,none
3217,0YXN6-1627,"While sitting in a chair, which object did the person hold?",paper,0YXN6,0YXN6,none
3218,NKOJ8-5964,"In the video, did they go on the side of a doorway or a doorknob?",doorknob,NKOJ8,NKOJ8,none
3219,WHRBU-3424,Which object did the person take after sitting in the object they were above?,bag,WHRBU,WHRBU,none
3220,PFTHZ-3,Was a refrigerator one of the things they were interacting with before walking through a doorway?,yes,PFTHZ,PFTHZ,none
3221,7SXQS-20718,"Which were they behind while standing up, a laptop or a table?",laptop,7SXQS,7SXQS,none
3222,MDG2T-84958,What was the person beneath before throwing something on the last thing they went behind?,blanket,MDG2T,MDG2T,none
3223,2YK65-1475,Did they hold a book or sit in a bed for a shorter amount of time?,sitting in a bed,2YK65,2YK65,none
3224,17RPG-9450,What did they watch before holding the thing they threw?,mirror,17RPG,17RPG,none
3225,GQZOR-9127,"After working at a table, what was the person eating?",medicine,GQZOR,GQZOR,none
3226,YKD6U-76321,"Between walking through a doorway and sitting at a table, what was the person taking?",food,YKD6U,YKD6U,none
3227,PZD7Z-12721,Is there a vacuum the person interacts with after putting the object they were holding first somewhere?,yes,PZD7Z,PZD7Z,none
3228,I31V9-7924,Which object were they sitting on before holding a book?,bed,I31V9,I31V9,none
3229,NKOJ8-1939,Did they open a door before playing with a phone but after grasping onto a doorknob?,yes,NKOJ8,NKOJ8,none
3230,IJ01G-4721,"While walking through a doorway, what was the person holding?",doorknob,IJ01G,IJ01G,none
